122.65,35875
96.14,25796
108.29,28627
164.19,31671
60.56,18164
125.44,15147
133.99,15673
90.13,23966
79.39,16123
77.8,17353
109.35,12712
128.0,21875
123.64,25073
110.45,16750
86.58,29107
119.54,21751
82.64,27832
92.52,21077
91.36,27365
82.96,14465
78.43,23206
127.01,24408
96.93,18055
190.73,17565
216.7,28981
85.39,24594
112.65,19974
84.8,18633
119.96,22925
105.04,19041
122.65,35875
96.14,25796
108.29,28627
164.19,31671
60.56,18164
125.44,15147
133.99,15673
79.39,16123
90.13,23966
77.8,17353
109.35,12712
128.0,21875
110.45,16750
123.64,25073
86.58,29107
119.54,21751
82.64,27832
92.52,21077
91.36,27365
82.96,14465
78.43,23206
127.01,24408
96.93,18055
190.73,17565
216.7,28981
85.39,24594
112.65,19974
84.8,18633
119.96,22925
105.04,19041
89.41,16777
87.06,21595
89.47,12966
57.07,18049
71.51,29367
156.84,36343
87.11,26174
134.81,17432
112.14,18549
81.53,20238
96.07,25919
82.74,18130
85.03,25403
108.55,18241
63.43,24910
101.55,34959
108.02,16479
116.15,21352
101.54,16940
109.88,22116
91.09,30190
102.18,22020
69.75,21076
80.99,19015
134.15,32725
100.63,17888
130.37,17796
286.0,31644
107.03,20088
213.76,18011
112.22,17377
72.3,15906
62.56,21580
139.25,28726
87.35,23240
105.59,23203
67.35,21975
120.22,22459
87.82,12754
36.3,26998
129.26,20889
136.2,34876
135.05,21104
120.46,24739
74.13,15918
90.49,23429
169.47,25964
98.91,17693
95.6,18620
88.73,16004
132.67,27889
103.95,24532
134.66,23764
193.99,15878
84.36,17544
100.78,15877
121.6,19162
93.34,18749
87.7,14824
102.74,27740
66.33,15981
94.33,18022
105.53,34114
175.11,16276
126.12,17444
87.41,20364
106.38,19741
76.38,27495
82.57,14534
61.5,19025
93.37,18636
86.0,17791
128.39,16746
79.01,35186
108.01,17499
126.35,23744
84.58,19509
125.74,30619
84.92,20608
146.0,13699
102.0,20589
140.97,21991
130.82,24462
83.15,18040
106.18,20532
90.5,19890
67.17,18312
135.61,15855
49.32,25345
129.02,31003
63.19,17092
129.46,21474
159.27,42695
130.25,22649
83.07,19623
117.05,16745
90.36,20695
61.94,19536
143.33,15350
90.25,19502
106.37,25196
184.51,31977
158.05,32585
71.02,21121
105.8,25142
81.17,19712
125.4,21691
88.94,35980
69.65,17517
103.22,22767
190.13,14727
118.6,35414
69.65,17230
81.53,20852
100.7,33764
53.51,20931
91.3,31545
88.22,17003
80.53,21111
158.0,19621
88.22,17003
77.16,23329
142.42,23874
98.47,23866
68.81,30519
88.78,20275
102.68,23374
135.08,21099
133.81,23168
85.1,21035
151.87,24363
78.25,16103
118.8,29883
83.53,14965
94.41,25422
134.37,24187
70.88,15520
66.76,18724
89.82,15476
129.45,22017
137.54,20722
87.0,29311
62.27,21199
119.46,21347
86.37,22578
80.95,18530
89.54,13179
146.68,20999
83.3,18368
71.66,18560
140.8,26989
122.75,19390
85.41,18968
111.41,17234
115.95,14231
129.09,23860
103.7,15622
134.86,34851
136.59,20500
142.93,18891
90.31,19489
100.56,17900
80.55,19864
103.81,20230
115.04,19124
129.22,22443
132.06,18174
83.2,14424
90.51,29831
136.68,19023
127.36,24734
57.16,22744
68.78,17447
104.1,22383
48.63,18919
35.47,19735
186.09,19346
100.99,19309
122.28,21672
120.51,17426
148.04,22292
169.0,34320
95.66,16204
63.99,23442
139.52,19496
128.77,20192
138.87,24844
99.8,20041
133.67,25062
70.63,16990
126.45,18980
87.31,22449
126.2,20207
127.03,23066
110.26,15600
94.87,21082
91.34,16532
75.12,20235
160.24,24651
123.01,22763
187.84,14108
71.67,20232
126.46,15658
84.98,22359
137.21,30246
205.62,20913
285.71,29751
130.95,16801
110.7,22584
117.7,17163
88.9,20248
39.86,20823
95.59,13914
131.52,11558
110.41,29889
125.88,16683
137.05,13864
79.16,16549
45.53,18670
225.47,25725
160.8,31717
82.19,20076
90.25,13851
127.6,18809
51.35,25317
37.91,24005
88.27,20959
65.54,19836
124.8,15625
74.88,14023
92.75,17251
95.35,21920
78.38,18883
105.7,21760
121.63,24254
71.28,15433
71.38,16532
120.7,15991
124.04,14996
121.38,32131
80.73,21678
86.51,14681
73.59,18345
128.71,22143
117.86,22485
90.96,17041
85.78,23549
98.0,14286
138.13,16000
89.16,15703
92.35,20033
144.88,28990
105.47,17067
93.59,20302
81.47,29459
94.74,13933
59.92,17691
88.0,26705
75.03,21325
108.97,20648
100.22,18460
96.65,13451
97.42,14371
81.32,24595
88.04,17038
79.46,16361
95.73,20370
159.24,21666
105.0,23524
137.42,18120
44.63,20614
84.0,16667
45.52,20431
87.32,18095
54.67,28352
66.61,34530
69.16,19520
130.98,13972
155.4,32176
167.95,10718
233.26,14362
148.11,25995
86.0,20931
40.29,19360
48.74,14773
224.0,15625
126.68,24866
62.81,15922
81.59,20101
135.0,22593
153.52,24427
106.11,18849
169.82,31799
54.43,25354
90.89,21455
120.48,13945
210.68,18037
91.71,21263
117.05,15806
77.8,25450
108.39,17991
89.28,33603
139.95,20008
154.81,20994
123.33,17433
124.0,15968
75.0,20667
90.37,16931
121.23,15673
123.04,21701
83.48,23359
133.32,18677
91.71,21263
85.11,19975
92.12,26922
92.31,26000
143.75,24348
123.0,17480
125.06,15033
90.79,22580
119.0,26891
89.9,31146
98.29,17500
97.61,17007
94.55,34374
127.13,18486
119.8,19199
126.0,16270
117.03,17090
50.06,16980
119.8,19199
78.8,19671
165.83,23519
132.98,24064
85.85,20385
121.26,16906
90.42,33179
56.67,31057
160.48,29911
135.23,26622
90.79,22029
97.03,18758
127.35,16490
68.9,21916
103.27,18399
88.43,12440
88.2,18141
82.71,17894
92.68,20501
62.66,32717
104.71,20056
85.41,17563
139.03,24096
77.97,14108
118.68,23172
84.31,14234
118.21,32147
87.0,24138
165.39,18442
166.01,13253
85.7,26372
104.46,17519
138.4,15752
94.14,19121
89.58,19759
86.6,15128
88.41,24319
119.75,23383
76.67,26347
91.69,18323
108.85,17731
85.13,14097
41.7,17986
93.32,41256
115.38,23921
144.2,27046
142.5,21053
129.47,24717
84.14,21988
97.61,26125
115.99,19830
127.25,14146
272.44,35972
248.87,18002
100.02,14498
142.49,14949
88.03,17608
99.22,15622
148.22,23614
179.24,15957
86.87,37067
272.44,35972
125.5,36415
101.43,23662
74.46,13968
115.09,15032
66.32,18849
84.8,20637
70.67,16981
61.86,18591
80.15,21835
88.18,17918
89.63,18410
70.53,15597
138.79,20175
131.5,14829
149.24,32163
225.02,17332
160.07,24677
47.58,26903
82.75,15106
103.81,13968
89.32,24631
88.86,21495
74.43,14108
137.34,20097
135.06,17993
119.99,23336
84.59,16787
84.35,16598
47.9,18790
85.77,21920
84.35,16598
99.81,20840
82.73,19582
162.26,20277
160.97,32305
179.3,14501
165.25,27232
172.42,30159
172.91,18507
92.7,21036
147.77,18272
194.64,16852
154.41,13277
125.72,14954
169.03,21890
105.02,15236
66.12,27224
93.0,16130
111.98,21433
94.26,22810
91.67,13091
60.6,21453
95.37,15729
41.48,19769
54.59,19968
60.3,15258
107.3,16776
100.02,24996
115.63,14703
102.04,29401
107.3,16776
54.09,19413
100.25,14963
97.19,18006
63.03,14121
73.77,19656
126.79,16169
79.08,25291
82.71,14025
50.78,22647
88.46,19783
87.53,20565
75.11,18640
81.47,19640
143.08,33898
73.4,18393
85.52,19879
75.9,27010
110.44,29881
88.5,16385
146.0,18494
138.85,25928
137.49,18256
98.95,17484
96.93,15991
146.0,23288
146.54,24567
96.15,30162
107.51,20278
48.9,22086
91.96,23054
140.05,11068
146.85,10896
80.45,13922
90.78,24786
91.59,21728
109.14,34360
46.06,19106
128.9,24826
123.63,14965
75.11,17974
84.49,15979
103.92,16359
78.6,22774
92.7,14456
98.41,38106
94.48,21169
130.0,20000
76.25,17705
135.14,28859
92.59,15661
93.19,19852
136.75,19598
126.94,21507
146.65,20457
91.67,29236
93.56,23087
127.55,13721
100.15,13580
86.71,26526
99.61,32126
48.44,15484
88.15,19853
114.83,18288
113.58,22276
112.23,23167
188.88,30708
107.16,13532
179.16,15071
88.95,13266
65.13,20728
97.93,29205
144.99,11174
104.11,18154
92.94,18292
77.61,20745
85.63,19853
158.52,21133
102.06,12542
112.19,24958
85.93,22112
144.73,31093
66.53,15482
87.56,27639
61.0,9837
64.4,20187
121.35,30079
90.35,17709
74.19,20488
133.75,18019
73.59,20384
67.2,18155
127.66,18017
83.95,23824
125.67,17984
123.52,14978
98.91,22243
86.54,15022
127.98,15628
91.15,16457
95.03,17890
103.68,30865
70.77,16957
99.91,14814
69.85,22907
86.33,18187
86.88,26474
119.52,15730
77.92,29261
60.36,18224
104.85,18598
131.56,20143
114.31,25895
136.54,16845
138.85,16565
138.72,11895
106.08,19797
88.18,22114
123.52,14978
69.85,22907
86.54,15022
127.98,15628
91.15,16457
99.91,14814
70.77,16957
86.33,18187
103.68,30865
95.03,17890
98.42,15749
76.52,22870
107.39,17972
104.4,18200
166.18,21062
192.27,16124
143.91,15288
146.87,30640
125.87,21848
62.77,26287
52.07,22086
64.61,35599
91.18,30709
58.84,19545
73.54,24205
78.3,13155
113.82,18099
51.53,22900
90.87,23110
48.2,14731
48.2,14731
104.45,12925
92.41,34845
56.0,18393
56.02,17851
117.4,16014
67.5,20593
87.21,16627
82.65,17544
80.9,13598
99.13,13316
128.87,32979
159.76,32549
208.59,13903
118.62,17283
123.31,15409
198.05,26761
169.57,37743
176.99,18363
141.51,16960
218.83,16452
200.58,16453
184.53,20593
149.96,17872
164.91,14493
137.54,17086
137.33,18933
196.13,19375
214.51,20279
177.82,23507
165.26,11921
64.14,17462
63.34,18156
65.44,16199
163.72,16492
90.81,14316
135.37,15514
167.25,9986
166.27,15638
128.61,12286
72.51,14205
105.61,31721
77.03,24017
132.8,16943
140.63,19911
94.78,17726
153.32,19046
135.68,20490
160.8,19279
96.0,27084
100.0,25200
110.26,17686
87.8,16515
111.2,37770
178.68,29103
140.11,13561
148.35,16987
104.68,15094
103.27,14041
119.4,13401
119.4,13401
131.36,15150
129.4,15070
124.68,14838
136.85,20461
88.41,28843
107.52,14695
91.65,19968
83.13,19247
86.97,20697
94.29,15060
80.95,19519
104.12,19689
124.07,20795
137.0,17665
131.42,19784
116.24,35961
79.53,12323
84.65,21855
138.0,26087
81.93,16234
144.42,17796
82.83,16299
154.54,14236
89.37,27862
135.14,24272
116.37,21398
93.14,17930
142.0,23099
78.41,17218
136.24,31562
188.84,16681
201.84,32700
284.85,28085
165.2,29238
79.62,17333
82.54,18537
59.8,19733
134.0,13806
138.7,23793
92.49,13515
118.68,23341
63.38,18934
72.03,15550
105.87,24370
98.36,21351
95.93,23976
70.88,16931
129.58,12734
122.85,21897
126.91,22694
120.98,21905
96.2,16633
93.04,18272
148.05,23506
104.43,15130
87.21,25800
116.43,16148
93.78,20261
87.21,25800
116.43,16148
107.86,22715
87.53,14853
140.62,17423
65.67,20710
124.01,25805
74.0,13244
74.58,17163
79.43,20144
90.73,14549
153.2,23042
127.38,39489
82.97,36761
94.91,20019
101.9,12366
107.79,34790
90.14,18305
84.12,12958
82.22,23109
113.55,17966
81.34,18196
141.0,34043
55.38,14446
91.84,21778
82.58,16712
117.05,17087
73.52,12242
86.68,23997
34.91,20625
86.68,23997
83.26,15614
105.17,19493
49.95,27428
128.26,25340
86.63,17085
267.21,32185
101.7,25566
100.86,15864
84.7,18300
98.41,20324
123.72,13984
142.5,24983
84.95,17069
89.56,29590
139.13,22282
76.81,17967
64.15,20266
109.83,21670
92.16,12587
163.16,35977
112.82,28364
78.92,15839
88.46,23740
83.37,20511
87.37,22319
70.8,19068
140.25,19965
67.16,15635
91.04,13182
139.13,22282
76.81,17967
140.25,19965
42.72,15216
93.19,20389
112.18,21840
132.03,12119
58.25,25408
83.48,20365
58.27,15961
72.91,23043
161.26,14573
56.63,18542
50.12,17558
103.74,15906
71.67,16046
137.04,13865
37.48,18677
95.14,27118
123.3,17032
117.37,14485
86.94,17254
59.0,24577
110.26,17232
94.67,15317
81.65,18984
89.68,25647
41.81,17460
74.23,17514
112.11,14718
127.01,20471
83.48,20365
138.85,25208
103.92,23865
60.2,22924
136.46,18467
90.8,14097
103.09,15036
89.0,11798
91.88,17415
60.24,22909
78.02,19867
90.58,34224
141.8,17000
132.3,12850
182.69,30106
250.59,14367
77.92,30801
223.32,20151
